"X","indx","trigger1","trigger2","trigger3","context1","context2","context3","function1","function2","function3","content1","content2","content3","content4","time_start","time_end","duration","recur","singers_n","singers_age1","singers_age2","shape_type","appear_paint","appear_adorn","appear_cloth","appear_mask","appear_obj","restrict_sex","restrict_marry","restrict_grp1","restrict_grp2","audience_n","audience_age1","audience_age2","audience_sex","audience_marry","audience_grp1","audience_grp2","instrument_type1","instrument_type2","instrument_type3","text_duplicate","id_nhs","group"
608,608,"Inter-community relations","War",".",".",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".","Solo singer","Child",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",0
610,610,"Intra-community relations",".",".",".",".",".","Intra-community relations","Socialization and education",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".","Singers/musicians (e.g., bards, minstrels)",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C036",1
611,611,"Location",".",".",".",".",".","Interpersonal relations (includes love)","Family (includes nuclear family, polygamy, adoption)",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Warriors","Community (mixed-gender groups, includes ""village"")",".",".",".",0,"NHS-C036",1
612,612,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
613,613,"Sleeping",".",".","Infancy and childhood",".",".","Sleeping",".",".","Fauna",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".","Female",".",".",".","Solo listener","Elder",".",".",".",".",".",".",".",".",0,"NHS-C036",0
614,614,"Interpersonal relations (includes love)",".",".",".",".",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C036",0
616,616,"Daily routine","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".",".",".",".","2-5 singers","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
617,617,"Socialization and education","Travel and transportation",".",".",".",".","Drives and emotions",".",".",".",".",".",".",".",".",".",".","Solo singer","Adolescent/young adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",0
618,618,"Fauna",".",".",".",".",".","Fauna",".",".","Fauna",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
619,619,"Socialization and education",".",".",".",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".","Annual cycle","Water and thirst",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",0,"NHS-C036",0
620,620,"Dance",".",".","Games",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Line (or row)",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",1
621,621,"Acculturation and culture contact",".",".",".",".",".","Acculturation and culture contact",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",0
622,622,"Hunting and trapping",".",".",".",".",".","Hunting and trapping","Fauna",".","Fauna",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
623,623,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Death (burials, funerals, mourning)",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Solo listener","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",0
624,624,"Climate",".",".",".",".",".",".",".",".","War",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C036",0
626,626,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
627,627,"Games",".",".","Games",".",".",".",".",".","Human Biology","Ingroup antagonisms","Fauna",".",".",".",".",".","Multiple singers (number unknown)","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
628,628,".",".",".",".",".",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
629,629,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
630,630,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
631,631,"War",".",".","Drives and emotions",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".","War",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".","Male",".","Raiders, warriors, head-hunters, etc.",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
632,632,"Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
633,633,"Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Climate",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Midday (1000 to 1400)","Midday (1000 to 1400)",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".","Solo listener",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
635,635,".",".",".",".",".",".","Dance",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Multiple lines",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Aerophone",".",".",0,"NHS-C036",1
636,636,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Drives and emotions",".",".",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adolescent/young adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",1
637,637,".",".",".",".",".",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
639,639,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C036",1
641,641,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Membranophone",".",".",0,"NHS-C036",1
642,642,"Daily routine",".",".",".",".",".","Travel and transportation",".",".","Travel and transportation","Drives and emotions",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C036",1
644,644,".",".",".",".",".",".",".",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".","Solo singer","Elder",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",0,"NHS-C036",0
645,645,"Settlements","Sickness, medical care, and shamans",".","Daily routine",".",".","Sickness, medical care, and shamans","Climate",".","Sickness, medical care, and shamans",".",".",".","Early morning (0400 to 0700) (includes daybreak, dawn)","Early morning (0400 to 0700) (includes daybreak, dawn)",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C036",0
646,646,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Intra-community relations","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Membranophone",".",".",0,"NHS-C036",1
647,647,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".","Fauna",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
648,648,"Recreational and non-therapeutic drugs","Buying and selling",".",".",".",".","Dwellings","Buying and selling",".","Dwellings",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".","Other group (incl. proper names)",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C036",0
649,649,"Drives and emotions",".",".","Travel and transportation",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C036",0
